text,date,stock_label,predicted_effect,price_now,price_5min,price_10min,price_1h
Entrepreneurs: Be totally focused. Being successful requires nothing less than 100% of your concentrated effort.,2015-02-10 22:01:30+00:00,euro,increase,1.1317,1.13162,1.13158,1.1317
Entrepreneurs: Be passionate--you have to love what you're doing to be successful at it.,2015-02-10 22:00:05+00:00,euro,increase,1.13214,1.13167,1.13158,1.1317
Entrepreneurs: Negotiation is an art. Treat it like one.,2015-02-10 21:57:50+00:00,euro,no change,1.13176,1.13176,1.13145,1.1316
"With America's debt topping $21T by the end of his presidency, Obama will have effectively bankrupted our country. @davidaxelrod",2015-02-10 15:16:40+00:00,dollar,decrease,1.13142,1.1307,1.13044,1.13224
"""""""@Stallion2011: @GlennThrush Liar. Forbes has @realDonaldTrump net worth at $4 billion.""""""",2015-02-10 13:53:35+00:00,dollar,no change,1.13016,1.12972,1.13094,1.13085
"""""""@loislane72: Had a feeling it'd be @LeezaGibbons vs @GeraldoRivera! My $ is on Leeza!  PS I wanna fly on @realDonaldTrump's jet!!""""""",2015-02-10 02:27:02+00:00,dollar,no change,1.13335,1.13395,1.13399,1.13455
"""""""@cdiprima69: Incredible season of the Celebrity Apprentice. Favorite show! The $$ you raise for charities is amazing. #inspirational""""""",2015-02-09 14:47:14+00:00,dollar,increase,1.1326,1.13337,1.13287,1.1337
"Entrepreneurs:  Look at the solution, not the problem. Learn to focus on what will give results.",2015-02-06 21:42:02+00:00,euro,increase,1.13217,1.13169,1.13134,
"""""""@EdgarCalderonMX @realDonaldTrump """"The Art of The Deal"""", one of the best books of real estate written by one of the best Entrepreneurs""""""",2015-02-06 16:57:45+00:00,euro,increase,1.13376,1.13304,1.13306,1.13185
Entrepreneurs: Be a cautious optimist. I call it positive thinking with a lot of reality checks.,2015-02-05 19:46:55+00:00,euro,increase,1.14682,1.14712,1.14729,1.14846
Entrepreneurs:  Having a product requires something very important--you have to think about the market. Do your due diligence.,2015-02-05 18:49:44+00:00,euro,no change,1.1487,1.14934,1.1497,1.1471
Entrepreneurs: Brainpower is the ultimate leverage.,2015-02-05 18:45:37+00:00,euro,increase,1.14812,1.14842,1.14954,1.1472
"Entrepreneurs:  Be curious. Discovery breeds discovery, just as success breeds success. Don't sell yourself short.",2015-02-04 18:22:38+00:00,euro,increase,1.14213,1.14236,1.14184,1.14212
Entrepreneurs:  See each day as an opportunity to show what you can do at the highest level. Take responsibility for yourself!,2015-02-04 18:20:10+00:00,euro,increase,1.14196,1.14238,1.14194,1.14194
"Entrepreneurs: Don't put blinders on or limit yourself. Reach out, seek and explore. The opportunities are always there.",2015-02-04 18:19:16+00:00,euro,increase,1.14202,1.14214,1.14225,1.14193
Via @Entrepreneur by @MDMSEO : “8 Lessons for Entrepreneurs That @ApprenticeNBC Emphasizes” http://t.co/TIYjdTG1Aa,2015-02-04 14:34:27+00:00,euro,no change,1.14281,1.14197,1.14139,1.14226
Entrepreneurs: Is the problem a blip or a catastrophe? Keep things in perspective. Learn to expect problems and keep moving forward.,2015-02-03 20:28:28+00:00,euro,no change,1.14848,1.14847,1.14846,1.14828
"Entrepreneurs: Money is not always the bottom line: it can be a score card, not the final score.",2015-02-03 20:25:59+00:00,euro,no change,1.14864,1.14831,1.1485,1.14863
"Entrepreneurs: Vision remains vision until you focus, do the work, and bring it down to earth where it will do some good.",2015-02-03 20:24:47+00:00,euro,increase,1.1483,1.14842,1.14856,1.14863
Entrepreneurs: Remember to think big by expanding your horizons at the same time you're expanding your net worth.,2015-02-02 17:08:42+00:00,euro,increase,1.13442,1.13438,1.13442,1.13358
Entrepreneurs: Paying attention is a cost effective way of protecting yourself.,2015-02-02 16:42:30+00:00,euro,increase,1.1335,1.13312,1.13346,1.13366
Entrepreneurs: Set your mind on winning and losing won't have a chance.  See yourself as victorious!,2015-02-02 16:39:59+00:00,euro,increase,1.13334,1.13356,1.13325,1.13364
"""Via @eonline:""""@IvankaTrump Wears @MissUniverse 2014's $300,000 Crown, Nails Beauty Pageant Winner Look"""" http://t.co/nTDJxommxP""",2015-01-31 22:09:21+00:00,dollar,no change,,,,
Entrepreneurs: Success is good. Success with significance is even better. Work on what you will be proud to be associated with.,2015-01-30 16:51:45+00:00,euro,increase,1.12913,1.12958,1.12905,1.12868
Entrepreneurs: What is the standard for which you want to be known? Identify that standard and then establish it.,2015-01-30 16:44:04+00:00,euro,no change,1.13016,1.12919,1.12927,1.12958
"Entrepreneurs: Knowledge requires patience, action requires courage. Put patience and courage together and you'll be a winner .",2015-01-30 16:42:33+00:00,euro,increase,1.12968,1.1295,1.12918,1.12966
"Trump Int'l Golf Links Ireland in County Clare fronts the Atlantic Ocean &amp, is #1 Resort in Europe/Conde Nast Traveler http://t.co/nl4CTl2yIx",2015-01-30 15:24:07+00:00,euro,no change,1.13141,1.13032,1.13025,1.12936
Entrepreneurs: There are no guarantees. But being ready sure beats being taken by surprise. Do your due diligence!,2015-01-29 21:42:57+00:00,euro,no change,1.13182,1.13193,1.13209,1.13246
Entrepreneurs:  Being stubborn is a big part of being a winner. Don't give in and don't give up!,2015-01-29 21:41:03+00:00,euro,increase,1.1319,1.13174,1.13194,1.13262
"Entrepreneurs: Keep your focus and keep your momentum. Listen, apply and move forward. Set the standard!",2015-01-29 21:36:09+00:00,euro,increase,1.13194,1.1319,1.13174,1.13256
"Entrepreneurs:  Be tough, be smart, be personable, but don't take things personally. That's good business.",2015-01-28 21:22:30+00:00,euro,increase,1.12838,1.12806,1.1281,1.1282
Entrepreneurs: Don't tread water. Get out there and go for it.,2015-01-28 21:19:57+00:00,euro,no change,1.12838,1.12836,1.12801,1.12836
"Entrepreneurs:  Achievers move forward at all times. Achievement is not a plateau, it's a beginning.",2015-01-28 21:18:40+00:00,euro,increase,1.12836,1.12858,1.12784,1.1281
"""""""@NBCVote: Awesome! @northwesternsig got $25k from @realDonaldTrump and $40k from @GeraldoRivera for @CoastGuardFound Charity wins!""""""",2015-01-27 03:15:13+00:00,dollar,increase,1.12416,1.1243,1.12433,1.12392
"""""""@sammielicious4u: @BrandiGlanville oh and my apologies! How wonderful of @realDonaldTrump to give $25,000 to the CGuard. Amazing heart❤️""",2015-01-27 02:22:10+00:00,dollar,increase,1.12515,1.12498,1.12451,1.1242
"@KarlRove spent $400M in 2012 &amp, didn’t win a single race http://t.co/12InRskWGn",2015-01-26 21:34:18+00:00,dollar,decrease,1.12348,1.1234,1.12378,1.12438
$ave your $. Don’t invest in @KarlRove. He doesn’t have a clue. http://t.co/12InRskWGn,2015-01-26 21:10:00+00:00,dollar,decrease,1.12555,1.1248,1.12402,1.12401
"""""""@jcthecook: @realDonaldTrump @MissUniverse hopefully europe will finally have a winner it's only been since 1990.""""""",2015-01-25 05:25:39+00:00,euro,increase,1.1153,1.1153,1.1153,1.1153
"With oil below $50, the blighted views by windfarms of historic @CulzeanCastle will be very sad. #SaveCulzean http://t.co/wQSIPBlv3o",2015-01-23 18:04:07+00:00,dollar,decrease,1.12555,1.12455,1.12384,1.1228
"""""""@RafmyMillan: Thanks @realDonaldTrump for your tips on entrepreneurship,it encouraged me to open a new chess sports club at Uni! #MyPassion""",2015-01-23 01:38:26+00:00,euro,increase,1.13692,1.13694,1.13694,1.13622
"Entrepreneurs:  Everything starts with you. Realize that you're in charge.  Whatever happens, you're responsible.",2015-01-22 20:49:46+00:00,euro,no change,1.13548,1.13582,1.1361,1.13539
Entrepreneurs:  See yourself as victorious. This will focus you in the right direction. Put everything you've got into what you're doing.,2015-01-22 20:44:57+00:00,euro,increase,1.1363,1.13548,1.13582,1.13454
Entrepreneurs:  Use your imagination. Use your intelligence to execute what your imagination presents to you.,2015-01-22 20:43:45+00:00,euro,increase,1.13636,1.1353,1.13592,1.1354
"If Scotland would have gone independent predicated on $100 - $150 oil, they would now be bust!",2015-01-21 15:51:32+00:00,dollar,decrease,1.15874,1.1608,1.15882,1.15835
"""""""@JasonPruett1:  What a true entrepreneur! Celebrity Apprentice creates great leaders, which offers successful tools along this journey!""""""",2015-01-20 02:18:28+00:00,euro,increase,1.15876,1.15886,1.15875,1.15853
"""""""@MaddyMcnabb: Love when @realDonaldTrump gives advice to entrepreneurs on twitter! It's a great motivator😊"""" Thanks.""",2015-01-15 02:33:10+00:00,euro,increase,1.17803,1.1778,1.17782,1.17866
"""""""@misnsomething:Donald was pretty amazing for taking money out of his own pocket and topping both teams off to $300,000.00 #CelebApprentice""""""",2015-01-13 08:26:15+00:00,dollar,increase,1.18358,1.18348,1.1829,1.18124
"""""""@mattygeorge: #CelebApprentice is back! 1st episode on now in Australia! Love the boardroom drama, so good raising $$ for charity""""""",2015-01-12 11:10:35+00:00,dollar,increase,1.17934,1.1795,1.18036,1.18019
"""""""@bpeazy42: @realDonaldTrump make $ while others sleep!""""""",2015-01-10 10:00:54+00:00,dollar,no change,,,,
"Entrepreneurs:  Look at the solution, not the problem. Learn to focus on what will give results.",2015-01-09 20:56:06+00:00,euro,increase,1.1841,1.18425,1.18409,1.1843
Entrepreneurs: Business is a creative endeavor. Being innovative = being open to new ideas. Keep an open mind!,2015-01-09 20:54:09+00:00,euro,increase,1.18412,1.18416,1.18404,1.18359
Entrepreneurs:  Be totally focused. Know everything you can about what you're doing. Give your work 100% of your concentrated effort.,2015-01-09 20:43:05+00:00,euro,increase,1.18411,1.18417,1.18415,1.18398
"""""""@mikeyjacques: @realDonaldTrump is a BAD A$$, I could only be so lucky to have an amazing mentor like that in my life.""""""",2015-01-09 05:37:57+00:00,dollar,increase,1.18096,1.18086,1.18081,1.18013
Via @TheYBF: “@msvivicafox Attends A Private Screening + Donald Trump DONATES $25K To @peachespulliam’S Kamp Kizzy”http://t.co/KC3CQ6QVpq,2015-01-07 21:42:11+00:00,dollar,no change,1.18402,1.18412,1.18395,1.1836
.@peachespulliam at @TrumpTowerNY this afternoon- a wonderful woman. It was an honor to donate $25K to her charity. http://t.co/GWYl31WsfP,2015-01-05 19:20:04+00:00,dollar,increase,1.19372,1.19362,1.19392,1.19432
"""""""@bethdelany: @realDonaldTrump Jamie brought in no money? her pie recipe brought in $25K #CelebrityApprentice""""""",2015-01-05 03:50:48+00:00,dollar,no change,1.19502,1.195,1.19396,1.19442
"""""""@KimberlySyring: @realDonaldTrump @BrandiGlanville I love Brandi you go girl kick some a$$!!!""""""",2015-01-05 03:01:56+00:00,dollar,increase,1.19548,1.1953,1.19524,1.1938
"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",2016-12-27 02:53:20+00:00,dollar,no change,1.04345,1.04368,1.04382,1.04366
The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!,2016-12-26 23:32:28+00:00,dollar,no change,1.04546,1.04518,1.04518,
"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!",2016-12-23 11:58:36+00:00,dollar,decrease,1.04508,1.0448,1.0447,1.04494
The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,2016-12-12 13:26:13+00:00,dollar,no change,1.06105,1.06108,1.06108,1.06218
"Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs....",2016-12-06 19:09:49+00:00,dollar,no change,1.07124,1.07126,1.07122,1.07178
"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",2016-12-06 13:52:35+00:00,dollar,decrease,1.07362,1.07335,1.07356,1.07414
Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.,2016-12-03 01:41:30+00:00,dollar,decrease,,,,
"$25 Million+ raised online in just one week! RECORD WEEK. #DrainTheSwamp Today we set a bigger record. Contribute &gt,https://t.co/CZ1QmzCxwO",2016-10-31 18:20:00+00:00,dollar,increase,1.09754,1.09754,1.09706,1.09736
'Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation' #DrainTheSwamphttps://t.co/6qOO7FZSvF,2016-10-31 16:00:19+00:00,dollar,no change,1.0967,1.09618,1.09584,1.09656
"'Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women, Gays' #CrookedHillaryhttps://t.co/eHsuBdi8XM",2016-10-24 00:07:47+00:00,dollar,decrease,1.08834,1.08833,1.08816,1.08741
#CrookedHillary “was at center of negotiating $12M commitment from King Mohammed VI of Morocco” to Clinton Fdn. https://t.co/HWOQ7jQWY2,2016-10-21 18:54:00+00:00,dollar,no change,1.08712,1.0874,1.087,1.0879
"When Obama took office in 2009 employer-provided premiums cost $13,375. Today they are $18,142. Thanks, Obama.",2016-10-20 20:52:15+00:00,dollar,no change,1.09274,1.09284,1.09288,1.09264
Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slog... https://t.co/esLgql0Gg8,2016-10-20 20:26:01+00:00,dollar,decrease,1.09252,1.09262,1.09284,1.09274
"ISIS has infiltrated countries all over Europe by posing as refugees, and @HillaryClinton will allow it to happen h... https://t.co/MmeW2qsTQh",2016-10-20 02:31:45+00:00,euro,decrease,1.09734,1.09759,1.09778,1.09748
#CrookedHillary's plan will add $1.15 TRILLION in new taxes. We cannot afford her! #DrainTheSwamp #Debate https://t.co/jpjKY1IiQh,2016-10-20 01:45:17+00:00,dollar,decrease,1.09707,1.09737,1.09752,1.09778
"Moderator: Hillary paid $225,000 by a Brazilian bank for a speech that called for “open borders.” That’s a quote! #Debate #BigLeagueTruth",2016-10-20 01:29:22+00:00,dollar,decrease,1.09689,1.09703,1.09734,1.09736
Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put... https://t.co/ZpV33TfbR6,2016-10-20 01:22:56+00:00,dollar,decrease,1.09697,1.0969,1.09694,1.09733
"""""""@RosieGray: Peter Thiel chooses now to give $1.25mil in support of Trump https://t.co/sNEEB2n2TE""""""",2016-10-17 12:28:57+00:00,dollar,no change,1.09965,1.10003,1.1001,1.0999
A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT! https://t.co/00s5tgsXrM,2016-10-16 13:15:03+00:00,dollar,decrease,1.09704,1.09704,1.09704,1.09704
"""""""@ARSenMissyIrvin: I want a """"you're fired"""" president with people in Govt who are WASTING my tax $'s. @realDonaldTrump""""""",2016-10-05 01:33:17+00:00,dollar,decrease,1.12126,1.12122,1.1214,1.12216
My supporters are the best! $18 million from hard-working people who KNOW what we can be again! Shatter the record: https://t.co/8ZHGyOth0f,2016-09-28 02:17:06+00:00,dollar,increase,1.12078,1.12068,1.12064,1.121
"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",2016-09-27 19:37:22+00:00,dollar,increase,1.12204,1.12196,1.12196,1.12174
.@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNighthttps://t.co/qfZTx6aKYs,2016-09-27 02:42:49+00:00,dollar,no change,1.12442,1.1244,1.12455,1.12446
.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,2016-09-27 01:18:55+00:00,dollar,decrease,1.12462,1.12457,1.12437,1.12452
"Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!",2016-09-17 17:28:43+00:00,euro,decrease,,,,
NATIONAL DEBT January 2009 = $10.6 TRILLIONAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ,2016-08-28 02:33:29+00:00,dollar,no change,1.1183,1.1183,1.1183,1.1183
"Tried watching low-rated @Morning_Joe this morning,  unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!",2016-08-22 11:21:53+00:00,euro,decrease,1.13023,1.13038,1.13032,1.13068
"""""""CLINTON REFUGEE PLAN COULD BRING IN 620,000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION."""" https://t.co/COZQNt6KVs""",2016-08-15 20:26:17+00:00,dollar,no change,1.1183,1.1183,1.11844,1.11854
"""LIMITED EDITION signed copies of my book """"The Art of the Deal"""" for your donation of $184 or more. Get YOURS today! https://t.co/wzsE7SoGUG""",2016-08-06 18:08:19+00:00,dollar,no change,,,,
"""LIMITED EDITION signed copies of my book """"The Art of the Deal"""" for your donation of $184 or more. Get YOURS today! https://t.co/pvNwKWlFy1""",2016-08-06 18:05:41+00:00,dollar,no change,,,,
"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",2016-08-05 10:39:27+00:00,dollar,decrease,1.11455,1.11465,1.11482,1.11578
"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",2016-08-03 10:23:27+00:00,dollar,decrease,1.11968,1.1197,1.12012,1.11992
"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs",2016-08-02 18:27:51+00:00,dollar,no change,1.12321,1.12316,1.12328,1.12246
"""LIMITED EDITION signed copies of my book """"The Art of the Deal"""" for your donation of $184 or more.  Get YOURS today! https://t.co/4LnzfKRsqZ""",2016-08-02 15:11:15+00:00,dollar,no change,1.1226,1.1226,1.12262,1.1223
"""LIMITED EDITION signed copies of my book """"The Art of the Deal"""" for your donation of $184 or more.  Get YOURS today!  https://t.co/KpVEN635SH""",2016-08-02 15:10:26+00:00,dollar,no change,1.12257,1.12256,1.12258,1.1223
"""LIMITED EDITION signed copies of my book """"The Art of the Deal"""" for your donation of $184 or more.  Get YOURS today! https://t.co/NNOM5GANxD""",2016-08-02 15:07:48+00:00,dollar,no change,1.12207,1.12254,1.1225,1.12202
"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",2016-08-01 22:46:28+00:00,dollar,decrease,1.11645,1.11644,1.11654,1.11655
We crushed the original goal! I will write a $2 MILLION check to our campaign if we hit our end-of-month goal!  https://t.co/n6W9Dm6FqY,2016-07-31 05:30:51+00:00,dollar,increase,1.11748,1.11748,1.11748,1.11748
I will write a $2 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/fUTugI2R2k,2016-07-30 17:45:32+00:00,dollar,increase,,,,
I will once again write a $1 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/fUTugI2R2k,2016-07-29 03:18:23+00:00,dollar,increase,1.10822,1.10809,1.10838,1.10893
I will once again write a $1 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/CgHp1CqPSp,2016-07-29 02:04:26+00:00,dollar,increase,1.1079,1.10803,1.10814,1.1082
"The highly neurotic Debbie Wasserman Schultz is angry that, after stealing and cheating her way to a Crooked Hillary victory, she's out!",2016-07-24 22:33:42+00:00,euro,decrease,1.09712,1.09705,1.09702,1.09678
Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?,2016-07-23 03:23:15+00:00,dollar,decrease,,,,
We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/8E0LiC8wYE,2016-07-21 16:47:02+00:00,dollar,increase,1.1009,1.1007,1.10088,1.10043
We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/9Hd6dRcojF,2016-07-21 16:45:23+00:00,dollar,increase,1.10121,1.10113,1.10074,1.10044
URGENT: we’ve just announced a $2 million fundraising goal tonight. Please stand with us! https://t.co/Ssrh55C6hW https://t.co/2KjT4TJ07Y,2016-07-20 18:41:29+00:00,dollar,increase,1.10063,1.1008,1.10081,1.10172
Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,2016-07-13 22:19:48+00:00,dollar,decrease,1.10997,1.10984,1.1099,1.11014
"The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!",2016-06-30 19:30:54+00:00,dollar,increase,1.109,1.10925,1.10896,1.11034
I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!,2016-06-30 19:30:20+00:00,dollar,no change,1.109,1.10925,1.10896,1.11034
The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!,2016-06-30 19:29:48+00:00,dollar,decrease,1.10901,1.10932,1.10888,1.11024
"""""""@Gengm7: @jakeda @realDonaldTrump As of April this year, Hillary had spent $264,000,000 on her campaign Mr.Trump $55,000,000. self funding""""""",2016-06-30 01:46:50+00:00,dollar,no change,1.11078,1.11084,1.11087,1.11096
Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!,2016-06-26 11:36:14+00:00,dollar,decrease,1.10104,1.10104,1.10104,1.10104
Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted... https://t.co/1COtt0RPY7,2016-06-21 16:53:07+00:00,dollar,decrease,1.12548,1.12568,1.12588,1.12632
"""""""@KathyCeurter: @realDonaldTrump please Mr.Trump make @SenatorJeffSessions your VP. He is a perfect running mate.""""  He is a great guy!""",2016-06-09 01:49:25+00:00,euro,increase,1.14053,1.14086,1.14122,1.14128
"After @TrumpTurnberry I will be visiting Aberdeen, the oil capital of Europe, to see my great club, @TrumpScotland.",2016-06-03 03:41:05+00:00,euro,increase,1.11544,1.11557,1.11552,1.11566
"So I raised/gave $5,600,000 for the veterans and the media makes me look bad! They do anything to belittle - totally biased.",2016-06-01 13:17:58+00:00,dollar,decrease,1.1169,1.1166,1.11661,1.11621
"Just finished a press conference in Trump Tower wherein I gave information on which VETERANS groups got the $5,600,000 that I raised/gave!",2016-05-31 16:53:58+00:00,dollar,no change,1.11431,1.11386,1.1139,1.11361
"After raising, w/ no obligation, almost $6M for Vets, I couldn't believe protesters formed @ Trump Tower. JUST OUT- SENT BY CROOKED HILLARY!",2016-05-25 00:32:47+00:00,dollar,decrease,1.11388,1.11386,1.114,1.11402
"While under no obligation to do so, I have raised between 5 &amp, 6 million dollars, including 1million dollars from me, for our VETERANS. Nice!",2016-05-24 02:38:48+00:00,dollar,increase,1.12088,1.12096,1.12103,1.12074
"""Thank you, Anthony @Scaramucci @WSJ """"The Entrepreneur's Case for Trump""""  https://t.co/xm45Ia1GTu""",2016-05-16 18:19:42+00:00,euro,increase,1.13167,1.13178,1.13177,1.13222
"""""""@stranahan: Sheldon Adelson Pledges $100 Million to Elect Trump President - Breitbart https://t.co/aRXPHAlCLC""""""",2016-05-15 02:06:11+00:00,dollar,no change,1.13116,1.13116,1.13116,1.13116
"""""""@R_U_OK_UK: @realDonaldTrump @glozee1 @PaulManafort @CNN @DanScavino Vote trump to save the west. Don't become like Europe - #WakeUpAmerica""",2016-04-08 12:11:29+00:00,euro,no change,1.13628,1.13668,1.13666,1.13788
"The Club For Growth,which asked me for $1,000,000 in an extortion attempt, just put up a Wisconsin ad with incorrect math.What a dumb group!",2016-04-01 04:23:25+00:00,dollar,decrease,1.13737,1.13732,1.13746,1.13784
"""""""@SpartanMaker:  Let me help you Trumpophobes with math: Trump: ($10.3B-$1.2M 74' equity)/1.2M = 858,233%. S&amp,P: 1314.5% #Derp""""""",2016-03-26 10:36:09+00:00,dollar,no change,,,,
"Wow, just released that $67 million in negative ads was spent on me. How am I still number one - by a lot?",2016-03-24 22:42:27+00:00,dollar,decrease,1.11786,1.11781,1.11783,1.1173
Europe and the U.S. must immediately stop taking in people from Syria. This will be the destruction of civilization as we know it! So sad!,2016-03-24 15:55:32+00:00,euro,decrease,1.11656,1.11638,1.11664,1.11716
"Just announced that as many as 5000 ISIS fighters have infiltrated Europe. Also, many in U.S.  I TOLD YOU SO! I alone can fix this problem!",2016-03-24 15:52:11+00:00,euro,decrease,1.11638,1.11652,1.11638,1.11714
"I think having Jeb's endorsement hurts Lyin' Ted. Jeb spent more than $150,000,000 and got nothing. I spent a fraction of that and am first!",2016-03-23 20:02:29+00:00,dollar,decrease,1.11756,1.11768,1.1178,1.11803
"Club for Growth letter- trying to extort $1,000,000.00 from me. Remember, I said- NO! https://t.co/suIfdiMg0Q",2016-03-18 20:05:51+00:00,dollar,decrease,1.12763,1.12763,1.12738,
"Club For Growth tried to extort $1,000,000 from me. When I said NO, they went hostile with negative ads. Disgraceful!",2016-03-18 19:57:35+00:00,dollar,decrease,1.12751,1.12744,1.12776,1.12722
"With millions of dollars of negative and phony ads against me by the establishment, my numbers continue to go up. Can anyone explain this?",2016-03-18 19:44:17+00:00,dollar,decrease,1.12692,1.12695,1.12716,1.12786
"RT @JohnStossel: I can skate here ONLY b/c @realdonaldtrump fixed this rink after NYC gov’t spent $13M, but FAILED! Good for Trump! https:/...",2016-03-16 18:52:15+00:00,dollar,no change,1.1225,1.12057,1.1205,1.12228
"In the last 2 weeks, I had $35M of negative ads against me in Florida &amp, I won in a massive landslide.The establishment should save their $$!",2016-03-16 17:13:17+00:00,dollar,no change,1.10775,1.10761,1.10744,1.11641
"Phony Club For Growth tried to shake me down for one million dollars, &amp, is now putting out nasty negative ads on me. They are total losers!",2016-03-09 21:46:12+00:00,dollar,decrease,1.10019,1.10014,1.10004,1.0997
"People forget, it was Club for Growth that asked me for $1 million. I said no &amp, they went negative. Extortion! https://t.co/oq8jmoep7i",2016-03-08 02:54:34+00:00,dollar,decrease,1.10252,1.1025,1.10239,1.10188
Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!,2016-03-07 16:50:14+00:00,dollar,decrease,1.09948,1.10042,1.10092,1.1017
"We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of  $'s in false ads!",2016-03-07 13:03:16+00:00,dollar,decrease,1.09502,1.09556,1.0954,1.09546
"How do you fight millions of dollars of fraudulent commercials pushing for crooked politicians? I will be using Facebook &amp, Twitter. Watch!",2016-03-07 02:58:38+00:00,dollar,decrease,1.09898,1.099,1.09897,1.09891
"Millions of dollars being spent on false TV ads by special interest groups who own Rubio &amp, Cruz.When you see them think of your puppet POLS",2016-03-03 03:18:30+00:00,dollar,decrease,1.08652,1.08648,1.08611,1.08584
The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.,2016-03-02 17:53:38+00:00,dollar,decrease,1.08481,1.08533,1.08516,1.08656
"""""""@EmaGabi23: Rubio was kicking back on his $80k boat he bought with lobbyist money and claimed it was from book sale profit lol""""""",2016-02-28 17:57:36+00:00,dollar,no change,1.09158,1.09158,1.09158,1.09158
"I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!",2016-02-27 16:04:35+00:00,dollar,decrease,,,,
Club for Growth is the group that came to my office seeking $1 million dollars. I told them no and now they are doing negative ads.,2016-02-23 23:08:48+00:00,dollar,decrease,1.10222,1.10207,1.10206,
"I hear the Rickets family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful, they have a lot to hide!",2016-02-22 14:42:50+00:00,dollar,decrease,1.10176,1.10176,1.10218,1.10326
I am the only candidate (in many years) who is self-funding his campaign. Lobbyists and $ interests totally control all other candidates!,2016-02-20 15:31:23+00:00,dollar,decrease,,,,
How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M? I am the only one who can!,2016-02-14 05:37:59+00:00,dollar,no change,1.12472,1.12472,1.12472,1.12472
"""""""@ThtsWhtKelSaid: I'm fed up w/ DC playing 3 card Monty w/ our tax $'s. It's time we the people play the Trump card, &amp, take back our country""",2016-02-13 19:22:39+00:00,dollar,decrease,,,,
Word is that little Morty Zuckerman’s @NYDailyNews loses more than $50 million per year---can that be possible?,2016-02-13 02:50:03+00:00,dollar,decrease,,,,
